,Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Articles,Full Description,Industry Groups,Number of Founders,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,G2 Stack - Total Products Active,Country,City,State,isInTop100,minEstimatedRevenueRange,maxEstimatedRevenueRange,minNumberEmployees,maxNumberEmployees,isCompanyTypeForProfit,isCompanyPrivate,hasWebsite,hasTwitter,hasFacebook,hasLinkedIn,hasContactEmail,hasPhoneNumber
134,ArmaTuVaca,https://www.crunchbase.com/organization/armatuvaca-wenjoy,"E-Commerce Platforms, FinTech, Payments","Bogotá, Distrito Especial, Colombia",ArmaTuVaca  is a social payments ecosystem that offers money pooling and digital payments.,"84,869",Latin America,Active,01/01/2016,year,0.0,"ArmaTuVaca is a social payments ecosystem that offers money pooling and digital payments. The company's solution allows people to do Online Money-Pooling for every kind of event in a reliable, easy, and secure way.","Commerce and Shopping, Financial Services, Internet Services, Payments",2.0,"Camilo Ruiz, Pedro Gaviria",1,Seed,01/02/2016,185000,USD,185000,Seed,185000.0,USD,185000.0,Seed,185000.0,USD,185000.0,185000,USD,185000,,0.0,0.0,0.0,"88,396",47.0,0.0,Colombia,Bogotá,Distrito Especial,0,0.0,0.0,1000.0,2000.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
135,Ropeo,https://www.crunchbase.com/organization/ropeo,"Consumer Goods, E-Commerce, Fashion","Bogotá, Distrito Especial, Colombia",Ropeo is an e-commerce company that offers apparel and fashion to the Latin American market.,"86,719",Latin America,Active,01/01/2017,year,2.0,"Ropeo is an e-commerce company that offers apparel and fashion to the Latin American market. The company offers a solution, the Try-Before-You-Buy on demand clothes delivery with all mayor brands. In other words, the company take the best of both worlds (e-commerce and brick & mortar stores) to deliver an awesome buying experience. Moreover, they do all this without managing inventories as we sell the clothes available at the stores.","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design",3.0,"Alejandro Casas Caro, Luis Huertas, Santiago Gomez Gonzalez",1,Seed,04/01/2018,120000,USD,120000,Pre-Seed,120000.0,USD,120000.0,Pre-Seed,120000.0,USD,120000.0,120000,USD,120000,Y Combinator,1.0,1.0,1.0,"90,344",19.0,0.0,Colombia,Bogotá,Distrito Especial,0,0.0,0.0,1000.0,2000.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
136,Ormigga,https://www.crunchbase.com/organization/ormigga,"Machine Learning, Marketing, Procurement, SaaS, Supply Chain Management","Bogotá, Distrito Especial, Colombia",A lean procurement outsourcing service enabled by machine learning and gamification,"88,253",Latin America,Active,01/02/2017,day,0.0,"A lean procurement outsourcing service enabled by technology and machine learning, which disrupts the most important links in the procurement chain, so its affordable for every company to: Reduce Man hours (91%), Reduce Contract Costs (+20%), Reduce Supplier Risk (48%). Why we can do it? An algorithm (HUALI) categorizes and intelligently rates thousands of Ormigga and existing client's suppliers in order to: Reduce time spent by client during quote request process; Increase probability of finding the best fit (best price, quality, timeline, reliability, payment terms) by consulting with more than 1,200 suppliers; Receive quotes faster than ever; With less operational costs (because of technology) Ormigga is feasible for SMB’s.","Artificial Intelligence, Data and Analytics, Sales and Marketing, Software, Transportation",1.0,Gerardo Mendez,1,Seed,01/06/2018,150000,USD,150000,Seed,150000.0,USD,150000.0,Seed,150000.0,USD,150000.0,150000,USD,150000,Quake Capital Partners,1.0,1.0,0.0,"91,961",50.0,0.0,Colombia,Bogotá,Distrito Especial,0,0.0,1000000.0,2000.0,5000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
137,Vendty,https://www.crunchbase.com/organization/vendty,"E-Commerce, Point of Sale, Restaurants","Bogotá, Distrito Especial, Colombia","Vendty is a cloud-based POS system for retail stores and restaurants, with integrated ecommerce","88,906",Latin America,Active,15/05/2015,day,6.0,,"Commerce and Shopping, Food and Beverage",0.0,,1,,15/06/2015,50000,USD,50000,Convertible Note,0.0,,0.0,,0.0,,0.0,50000,USD,50000,Wayra,0.0,1.0,0.0,"92,657",24.0,28.0,Colombia,Bogotá,Distrito Especial,0,1000000.0,10000000.0,1000.0,2000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
138,VincuVentas,https://www.crunchbase.com/organization/vincuventas,"Analytics, Artificial Intelligence, Big Data, Commercial, CRM, Human Resources, Information Technology, Recruiting, Staffing Agency","Bogotá, Distrito Especial, Colombia",Using data-driven matching to revolutionize recruitment in Latin America.,"88,983",Latin America,Active,01/01/2014,year,0.0,"VincuVentas' platform disrupts recruitment in emerging markets through the use of data & algorithms. Our algorithm NEXO finds top matches and invites them to apply, delivering candidates that are interesting & interested. NEXO currently delivers 30 highly matched profiles per position, increasing acceptance rate from <5% to 35%.","Administrative Services, Artificial Intelligence, Data and Analytics, Information Technology, Other, Professional Services, Sales and Marketing, Science and Engineering, Software",5.0,"Bart Verschoor, Carolina Medina, Nicolás Gómez, Pedro Olarte, Victor Baumann",5,Seed,01/03/2019,330000,USD,330000,Seed,330000.0,USD,330000.0,Seed,1241000.0,USD,1241000.0,1241000,USD,1241000,"Polymath Ventures, INVX",1.0,2.0,0.0,"92,736",19.0,10.0,Colombia,Bogotá,Distrito Especial,0,0.0,0.0,2000.0,5000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139,Frank de Paula,https://www.crunchbase.com/organization/frank-de-paula,"Coffee, Consumer Electronics, Electronics","Bogotá, Distrito Especial, Colombia",Frank de Paula offers an easier way to make better Coffee through its product FrankOne.,"89,639",Latin America,Active,31/01/2019,day,1.0,"Frank de Paula offers an easier way to make better Coffee through its product, FrankOne. FrankOne is a one-touch specialty coffee brewer using a patented Vacuum Extraction Technology. The idea to develop FrankOne originated deep in the Andean mountains of Colombia, in the city of Bogotá, when young engineer Eduardo Umaña met coffee-veteran Luis Fernando Vélez, founder of the largest specialty coffee roaster in Colombia: Amor Perfecto.  ​ Since the day the idea was born over a casual encounter in one of Amor Perfecto's locations in Bogotá, Luis Fernando and Eduardo have tirelessly worked to develop a superior extraction method–the first one developed in the country where the finest Coffee in the world grows, Colombia.","Consumer Electronics, Food and Beverage, Hardware",1.0,Eduardo Umaña,1,,17/10/2019,166534,USD,166534,Equity Crowdfunding,166534.0,USD,166534.0,Equity Crowdfunding,166534.0,USD,166534.0,166534,USD,166534,,0.0,0.0,0.0,"93,421",10.0,0.0,Colombia,Bogotá,Distrito Especial,0,0.0,0.0,1000.0,2000.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
140,Kindery,https://www.crunchbase.com/organization/kindery,"Apps, Comics, Education","Garzón, Huila, Colombia",Teaching the kids first reading skills.,"89,738",Latin America,Active,24/04/2013,day,1.0,"Reading Kindery stories to young children is one of the best activities for stimulating language as well as building motivation, curiosity and memory.","Apps, Consumer Goods, Education, Software",3.0,"Cristian C. Baracaldo, Jessica Peña Torres, Juan Salcedo",2,,01/07/2014,90000000,COP,48078,Grant,0.0,,0.0,,0.0,,0.0,85686,USD,85686,Wayra,0.0,1.0,0.0,"93,525",10.0,12.0,Colombia,Garzón,Huila,0,1000000.0,10000000.0,1000.0,2000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
141,Enmedio,https://www.crunchbase.com/organization/enmedio,"Broadcasting, Communications Infrastructure, Digital Media, Social Media, Telecommunications","Bogotá, Distrito Especial, Colombia",Enmedio offers digital media communication services.,"89,806",Latin America,Active,01/01/2006,year,0.0,"Enmedio offers digital media communication services. Founded in 2006, Enmedio has been the pioneer and today the leader in the Digital Signage industry in Colombia. With operations and offices in Bogotá, Medellín, Cali, Barranquilla, and Bucaramanga, to date Enmedio manages more than 3,500 screens installed in 1,200 locations in 45 municipalities of Colombia. The company offers innovative solutions aimed at corporate communication and advertising and digital marketing.","Hardware, Internet Services, Media and Entertainment, Video",2.0,"Sebastian Molina, Sebastian Obregon",1,,07/07/2015,4000000,USD,4000000,Venture - Series Unknown,4000000.0,USD,4000000.0,Venture - Series Unknown,4000000.0,USD,4000000.0,4000000,USD,4000000,Axon Partners Group,1.0,1.0,0.0,"93,595",7.0,0.0,Colombia,Bogotá,Distrito Especial,0,10000000.0,50000000.0,101.0,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
142,Contratan.do,https://www.crunchbase.com/organization/contratan-do,"B2B, Search Engine, Software","Bogotá, Distrito Especial, Colombia",Contratan.do develops and operates an online platform,"90,017",Latin America,Active,01/01/2011,year,1.0,"Contratan.do develops and operates an online platform, which allows clients and SMEs to publish projects and specific requirements, and permits freelancers to bid for them. The company was founded in 2011 and is based in Colombia.","Internet Services, Other, Software",5.0,"Christian Muñoz, James Aponte, Joseph Darnell, Julian Alvarado, Oscar Rodriguez",1,Seed,01/06/2013,91000000,COP,47784,Seed,91000000.0,COP,47784.0,Seed,91000000.0,COP,47784.0,91000000,COP,47784,Wayra,1.0,1.0,0.0,"93,827",1.0,0.0,Colombia,Bogotá,Distrito Especial,0,0.0,1000000.0,1000.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
143,Fináncialo Mejor,https://www.crunchbase.com/organization/fináncialo-mejor,"E-Commerce, FinTech, Marketplace","Bogotá, Distrito Especial, Colombia",Somos un marketplace en el que personas y entidades financieras podrán encontrar productos de crédito.,"90,250",Latin America,Active,01/04/2018,month,0.0,"Somos un marketplace en el que personas y entidades financieras podrán encontrar productos de crédito, mejorando la experiencia de compra para el usuario y facilitando el proceso de venta a las entidades.","Commerce and Shopping, Financial Services",0.0,,1,Seed,01/06/2019,150000,USD,150000,Seed,150000.0,USD,150000.0,Seed,150000.0,USD,150000.0,150000,USD,150000,,0.0,0.0,0.0,"94,070",14.0,0.0,Colombia,Bogotá,Distrito Especial,0,0.0,0.0,2000.0,5000.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
144,Sammu,https://www.crunchbase.com/organization/sammu,"Computer, SaaS, Software","Medellín, Antioquia, Colombia",Sammu is a SAAS that allows the collection of information and the control of production plants through mobile devices in real time.,"90,335",Latin America,Active,01/03/2017,day,0.0,"Sammu is a SAAS that allows the collection of information and the control of production plants through mobile devices in real time. In the production plant each employee has a Tablet that allows him to collect and visualize the information, in this way all the production personnel can know in what state the efficiency of the plant is.","Consumer Electronics, Hardware, Software",2.0,"Cristian Gallego, Joseph Gallego",2,Seed,17/01/2019,40000,USD,40000,Pre-Seed,40000.0,USD,40000.0,Pre-Seed,80000.0,USD,80000.0,80000,USD,80000,Start-Up Chile,1.0,1.0,0.0,"94,157",25.0,0.0,Colombia,Medellín,Antioquia,0,0.0,0.0,1000.0,2000.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
145,Tribo,https://www.crunchbase.com/organization/tribo,"Apps, Consumer, Consumer Reviews, Market Research, Social","Bogotá, Distrito Especial, Colombia",Recommendations that match your taste,"91,104",Latin America,Active,01/02/2017,month,5.0,,"Apps, Commerce and Shopping, Community and Lifestyle, Data and Analytics, Design, Other, Software",3.0,"Juan David Gomez, Julian Franky, Maria Andrea Gonzalez",2,Seed,01/06/2017,110000,USD,110000,Seed,110000.0,USD,110000.0,Seed,150000.0,USD,150000.0,150000,USD,150000,Luis Alberto Gonzalez,0.0,1.0,1.0,"94,970",42.0,0.0,Colombia,Bogotá,Distrito Especial,0,1000000.0,10000000.0,1000.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
146,StartBull,https://www.crunchbase.com/organization/startbull,"Financial Services, Internet, Social Media, Social Network","Bogotá, Distrito Especial, Colombia","StartBull enables individuals to invest in capital markets by providing an exchange simulator, educational articles, and competitions. Rafa","92,011",Latin America,Active,01/01/2011,year,0.0,"Permitirle a cualquier persona invertir en los mercados de capitales, construyendo una experiencia innovadora, responsable, asequible, social y global. Buscando en todo momento el beneficio de TODAS las personas en contacto con StartBull. Provide a space of collective knowledge through the networking of people interested and involved in the capital market, in a responsibly and transparent way.","Financial Services, Internet Services, Media and Entertainment",3.0,"Juan Gonzalez, Juan Pineda, Santiago Pineda",5,Seed,01/07/2014,248123000,COP,132547,Grant,100000.0,EUR,129903.0,Angel,229667.0,USD,229667.0,402215,USD,402215,Wayra,1.0,1.0,0.0,"95,936",3.0,10.0,Colombia,Bogotá,Distrito Especial,0,0.0,0.0,1000.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
147,We Are Content LLC,https://www.crunchbase.com/organization/we-are-content,"Content, Marketplace, Online Portals","Bogotá, Distrito Especial, Colombia",We are the most important content marketplace in the Hispanic Market,"92,600",Latin America,Active,01/01/2015,year,0.0,We develop the most important content marketplace for the hispanic market.,"Commerce and Shopping, Internet Services, Media and Entertainment",2.0,"Juan Carlos Samper, Paola Benrey",1,Seed,01/02/2015,300000,USD,300000,Seed,300000.0,USD,300000.0,Seed,300000.0,USD,300000.0,300000,USD,300000,,0.0,0.0,0.0,"96,561",52.0,24.0,Colombia,Bogotá,Distrito Especial,0,0.0,1000000.0,1000.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148,Soy Startup Latam,https://www.crunchbase.com/organization/soy-startup,"EdTech, Education, Information Technology, Software","Bogotá, Distrito Especial, Colombia",Online Startup School with Spanish-first content for Latin American Founders,"92,821",Latin America,Active,01/06/2020,day,0.0,"Insights, inspiration and education from the world of global and local startups. Spanish-first content for 450M Latin Americans.","Education, Information Technology, Software",2.0,"David Salinas, Felipe Salinas",1,Seed,01/01/2021,27000,USD,27000,Pre-Seed,27000.0,USD,27000.0,Pre-Seed,27000.0,USD,27000.0,27000,USD,27000,,0.0,0.0,0.0,"96,793",15.0,0.0,Colombia,Bogotá,Distrito Especial,0,0.0,0.0,1000.0,2000.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
149,SafeTalpa,https://www.crunchbase.com/organization/safetalpa,"Cloud Security, Cyber Security, Financial Services, FinTech, IaaS, Information Technology","Bogotá, Distrito Especial, Colombia",Saving organizations from online financial fraud,"92,975",Latin America,Active,01/01/2018,year,6.0,,"Financial Services, Information Technology, Privacy and Security, Software",2.0,"Esteban Vargas, Juan Sanmiguel",5,Seed,15/07/2019,1000,USD,1000,Grant,35000.0,USD,35000.0,Pre-Seed,42250.0,USD,42250.0,47950,USD,47950,"Exponential Impact, Pioneer, Jeff Meyerson, Esteban Dalel",1.0,4.0,1.0,"96,953",11.0,0.0,Colombia,Bogotá,Distrito Especial,0,0.0,0.0,1000.0,2000.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
150,Betriax,https://www.crunchbase.com/organization/betriax,"Financial Exchanges, Financial Services, FinTech, Marketplace, Peer to Peer","Bogotá, Distrito Especial, Colombia",Peer-to-peer Spot Foreign Exchange Marketplace for SME companies in Latin America. We believe in transparency and efficiency.,"94,451",Latin America,Active,14/08/2018,day,3.0,Betriax serves SME through a transparent foreign exchange marketplace where companies fix the exchange rate between them. Our 100% banked model let companies to exchange their US Dollars and local currencies at the most convenient rates. Powered by The Founder Institute.,"Commerce and Shopping, Financial Services, Lending and Investments, Other",1.0,Roberto Vargas,1,Seed,31/07/2019,40000,USD,40000,Pre-Seed,40000.0,USD,40000.0,Pre-Seed,40000.0,USD,40000.0,40000,USD,40000,Start-Up Chile,0.0,1.0,0.0,"98,501",19.0,0.0,Colombia,Bogotá,Distrito Especial,0,0.0,0.0,1000.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
151,Agros,https://www.crunchbase.com/organization/agros,"Agriculture, Database, Software","Perú, Valle del Cauca, Colombia",Agros is specialize in AgroInteligencia that provides solutions for Online Monitoring and Data Analysis of the production,"94,598",Latin America,Active,01/01/2013,year,0.0,"We are a company specialized in AgroInteligencia that provides solutions for Online Monitoring and Data Analysis of the production, industrial and logistics processes of the agri-food sector.","Agriculture and Farming, Data and Analytics, Software",0.0,,1,,22/11/2019,250000,USD,250000,Grant,0.0,,0.0,,0.0,,0.0,250000,USD,250000,MIT Inclusive Innovation Challenge,1.0,1.0,0.0,"98,655",10.0,0.0,Colombia,Perú,Valle del Cauca,0,0.0,1000000.0,101.0,250.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
